time unit: us, MotorControl:MCA|HeartRateSetPoint, MotorControl:MCA|HeartRateSetPoint[7], MotorControl:MCA|HeartRateSetPoint[6], MotorControl:MCA|HeartRateSetPoint[5], MotorControl:MCA|HeartRateSetPoint[4], MotorControl:MCA|HeartRateSetPoint[3], MotorControl:MCA|HeartRateSetPoint[2], MotorControl:MCA|HeartRateSetPoint[1], MotorControl:MCA|HeartRateSetPoint[0], MotorControl:MCA|HeartRate, MotorControl:MCA|HeartRate[7], MotorControl:MCA|HeartRate[6], MotorControl:MCA|HeartRate[5], MotorControl:MCA|HeartRate[4], MotorControl:MCA|HeartRate[3], MotorControl:MCA|HeartRate[2], MotorControl:MCA|HeartRate[1], MotorControl:MCA|HeartRate[0], MotorControl:MCA|CurrentControl:CC|AssistanceRequirement, MotorControl:MCA|CurrentControl:CC|AssistanceRequirement[11], MotorControl:MCA|CurrentControl:CC|AssistanceRequirement[10], MotorControl:MCA|CurrentControl:CC|AssistanceRequirement[9], MotorControl:MCA|CurrentControl:CC|AssistanceRequirement[8], MotorControl:MCA|CurrentControl:CC|AssistanceRequirement[7], MotorControl:MCA|CurrentControl:CC|AssistanceRequirement[6], MotorControl:MCA|CurrentControl:CC|AssistanceRequirement[5], MotorControl:MCA|CurrentControl:CC|AssistanceRequirement[4], MotorControl:MCA|CurrentControl:CC|AssistanceRequirement[3], MotorControl:MCA|CurrentControl:CC|AssistanceRequirement[2], MotorControl:MCA|CurrentControl:CC|AssistanceRequirement[1], MotorControl:MCA|CurrentControl:CC|AssistanceRequirement[0], MotorControl:MCA|CurrentControl:CC|MotorSignal, MotorControl:MCA|CurrentControl:CC|MotorSignal[11], MotorControl:MCA|CurrentControl:CC|MotorSignal[10], MotorControl:MCA|CurrentControl:CC|MotorSignal[9], MotorControl:MCA|CurrentControl:CC|MotorSignal[8], MotorControl:MCA|CurrentControl:CC|MotorSignal[7], MotorControl:MCA|CurrentControl:CC|MotorSignal[6], MotorControl:MCA|CurrentControl:CC|MotorSignal[5], MotorControl:MCA|CurrentControl:CC|MotorSignal[4], MotorControl:MCA|CurrentControl:CC|MotorSignal[3], MotorControl:MCA|CurrentControl:CC|MotorSignal[2], MotorControl:MCA|CurrentControl:CC|MotorSignal[1], MotorControl:MCA|CurrentControl:CC|MotorSignal[0], MotorControl:MCA|CurrentControl:CC|PhaseWireVoltage, MotorControl:MCA|CurrentControl:CC|PhaseWireVoltage[11], MotorControl:MCA|CurrentControl:CC|PhaseWireVoltage[10], MotorControl:MCA|CurrentControl:CC|PhaseWireVoltage[9], MotorControl:MCA|CurrentControl:CC|PhaseWireVoltage[8], MotorControl:MCA|CurrentControl:CC|PhaseWireVoltage[7], MotorControl:MCA|CurrentControl:CC|PhaseWireVoltage[6], MotorControl:MCA|CurrentControl:CC|PhaseWireVoltage[5], MotorControl:MCA|CurrentControl:CC|PhaseWireVoltage[4], MotorControl:MCA|CurrentControl:CC|PhaseWireVoltage[3], MotorControl:MCA|CurrentControl:CC|PhaseWireVoltage[2], MotorControl:MCA|CurrentControl:CC|PhaseWireVoltage[1], MotorControl:MCA|CurrentControl:CC|PhaseWireVoltage[0], 
0, XX, X, X, X, X, X, X, X, X, XXXXXXXX, X, X, X, X, X, X, X, X, XXXXXXXXXXXX, X, X, X, X, X, X, X, X, X, X, X, X, XXXXXXXXXXXX, X, X, X, X, X, X, X, X, X, X, X, X, XXXXXXXXXXXX, X, X, X, X, X, X, X, X, X, X, X, X, 
13600, 5A, 0, 1, 0, 1, 1, 0, 1, 0, 01100011, 0, 1, 1, 0, 0, 0, 1, 1, 000101100110, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 000111000101, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 
14400, 5A, 0, 1, 0, 1, 1, 0, 1, 0, 01100011, 0, 1, 1, 0, 0, 0, 1, 1, 000101100110, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 000111000101, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 
15200, 5A, 0, 1, 0, 1, 1, 0, 1, 0, 01100011, 0, 1, 1, 0, 0, 0, 1, 1, 000101100101, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 000110100000, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 
16000, 5A, 0, 1, 0, 1, 1, 0, 1, 0, 01100011, 0, 1, 1, 0, 0, 0, 1, 1, 000101100110, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 000110001110, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 
16800, 5A, 0, 1, 0, 1, 1, 0, 1, 0, 01100011, 0, 1, 1, 0, 0, 0, 1, 1, 000101100101, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 000110001110, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 
17600, 5A, 0, 1, 0, 1, 1, 0, 1, 0, 01100011, 0, 1, 1, 0, 0, 0, 1, 1, 000101100101, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 000101110100, 0, 0, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 
18400, 5A, 0, 1, 0, 1, 1, 0, 1, 0, 01100011, 0, 1, 1, 0, 0, 0, 1, 1, 000101100101, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 000101110100, 0, 0, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 
19200, 5A, 0, 1, 0, 1, 1, 0, 1, 0, 01100011, 0, 1, 1, 0, 0, 0, 1, 1, 000101100101, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 000101100100, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 
20000, 5A, 0, 1, 0, 1, 1, 0, 1, 0, 01100011, 0, 1, 1, 0, 0, 0, 1, 1, 000101100101, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000101010000, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 
20800, 5A, 0, 1, 0, 1, 1, 0, 1, 0, 01100011, 0, 1, 1, 0, 0, 0, 1, 1, 000101100110, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000101010000, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 
21600, 5A, 0, 1, 0, 1, 1, 0, 1, 0, 01100011, 0, 1, 1, 0, 0, 0, 1, 1, 000101100110, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000101001000, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 
22400, 5A, 0, 1, 0, 1, 1, 0, 1, 0, 01100011, 0, 1, 1, 0, 0, 0, 1, 1, 000101100110, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000100100100, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 
23200, 5A, 0, 1, 0, 1, 1, 0, 1, 0, 01100011, 0, 1, 1, 0, 0, 0, 1, 1, 000101100110, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000100100100, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 
24000, 5A, 0, 1, 0, 1, 1, 0, 1, 0, 01100011, 0, 1, 1, 0, 0, 0, 1, 1, 000101100110, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000100001010, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 
24800, 5A, 0, 1, 0, 1, 1, 0, 1, 0, 01100011, 0, 1, 1, 0, 0, 0, 1, 1, 000101100110, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000100001010, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 
25600, 5A, 0, 1, 0, 1, 1, 0, 1, 0, 01100011, 0, 1, 1, 0, 0, 0, 1, 1, 000101100101, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000011101100, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 0, 0, 
26400, 5A, 0, 1, 0, 1, 1, 0, 1, 0, 01100011, 0, 1, 1, 0, 0, 0, 1, 1, 000101100101, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000011101000, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 
27200, 5A, 0, 1, 0, 1, 1, 0, 1, 0, 01100011, 0, 1, 1, 0, 0, 0, 1, 1, 000101100101, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000011101000, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 
28000, 5A, 0, 1, 0, 1, 1, 0, 1, 0, 01100011, 0, 1, 1, 0, 0, 0, 1, 1, 000101100101, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000011010111, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 
28800, 5A, 0, 1, 0, 1, 1, 0, 1, 0, 01100011, 0, 1, 1, 0, 0, 0, 1, 1, 000101100101, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000011011100, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 0, 0, 
29600, 5A, 0, 1, 0, 1, 1, 0, 1, 0, 01100011, 0, 1, 1, 0, 0, 0, 1, 1, 000101100101, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000011011100, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 0, 0, 
30400, 5A, 0, 1, 0, 1, 1, 0, 1, 0, 01100011, 0, 1, 1, 0, 0, 0, 1, 1, 000101100101, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000011011111, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 
31200, 5A, 0, 1, 0, 1, 1, 0, 1, 0, 01100011, 0, 1, 1, 0, 0, 0, 1, 1, 000101100101, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000011011111, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 
32000, 5A, 0, 1, 0, 1, 1, 0, 1, 0, 01100011, 0, 1, 1, 0, 0, 0, 1, 1, 000101100101, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000100001100, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 
32800, 5A, 0, 1, 0, 1, 1, 0, 1, 0, 01100011, 0, 1, 1, 0, 0, 0, 1, 1, 000101100101, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000100101100, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 
33600, 5A, 0, 1, 0, 1, 1, 0, 1, 0, 01100011, 0, 1, 1, 0, 0, 0, 1, 1, 000101100110, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000100101100, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 
34400, 5A, 0, 1, 0, 1, 1, 0, 1, 0, 01100011, 0, 1, 1, 0, 0, 0, 1, 1, 000101100110, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000101001100, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 
35200, 5A, 0, 1, 0, 1, 1, 0, 1, 0, 01100011, 0, 1, 1, 0, 0, 0, 1, 1, 000101100110, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000101100111, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1, 
36000, 5A, 0, 1, 0, 1, 1, 0, 1, 0, 01100011, 0, 1, 1, 0, 0, 0, 1, 1, 000101100110, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 000101100111, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1, 
36800, 5A, 0, 1, 0, 1, 1, 0, 1, 0, 01100011, 0, 1, 1, 0, 0, 0, 1, 1, 000101100110, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 000110000010, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 
37600, 5A, 0, 1, 0, 1, 1, 0, 1, 0, 01100011, 0, 1, 1, 0, 0, 0, 1, 1, 000101100110, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 000110000010, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 
