time unit: s, MotorControl:MCA|HeartRateSetPoint, MotorControl:MCA|HeartRateSetPoint[7], MotorControl:MCA|HeartRateSetPoint[6], MotorControl:MCA|HeartRateSetPoint[5], MotorControl:MCA|HeartRateSetPoint[4], MotorControl:MCA|HeartRateSetPoint[3], MotorControl:MCA|HeartRateSetPoint[2], MotorControl:MCA|HeartRateSetPoint[1], MotorControl:MCA|HeartRateSetPoint[0], MotorControl:MCA|HeartRate, MotorControl:MCA|HeartRate[7], MotorControl:MCA|HeartRate[6], MotorControl:MCA|HeartRate[5], MotorControl:MCA|HeartRate[4], MotorControl:MCA|HeartRate[3], MotorControl:MCA|HeartRate[2], MotorControl:MCA|HeartRate[1], MotorControl:MCA|HeartRate[0], MotorControl:MCA|CurrentControl:CC|AssistanceRequirement, MotorControl:MCA|CurrentControl:CC|AssistanceRequirement[11], MotorControl:MCA|CurrentControl:CC|AssistanceRequirement[10], MotorControl:MCA|CurrentControl:CC|AssistanceRequirement[9], MotorControl:MCA|CurrentControl:CC|AssistanceRequirement[8], MotorControl:MCA|CurrentControl:CC|AssistanceRequirement[7], MotorControl:MCA|CurrentControl:CC|AssistanceRequirement[6], MotorControl:MCA|CurrentControl:CC|AssistanceRequirement[5], MotorControl:MCA|CurrentControl:CC|AssistanceRequirement[4], MotorControl:MCA|CurrentControl:CC|AssistanceRequirement[3], MotorControl:MCA|CurrentControl:CC|AssistanceRequirement[2], MotorControl:MCA|CurrentControl:CC|AssistanceRequirement[1], MotorControl:MCA|CurrentControl:CC|AssistanceRequirement[0], MotorControl:MCA|CurrentControl:CC|MotorSignal, MotorControl:MCA|CurrentControl:CC|MotorSignal[11], MotorControl:MCA|CurrentControl:CC|MotorSignal[10], MotorControl:MCA|CurrentControl:CC|MotorSignal[9], MotorControl:MCA|CurrentControl:CC|MotorSignal[8], MotorControl:MCA|CurrentControl:CC|MotorSignal[7], MotorControl:MCA|CurrentControl:CC|MotorSignal[6], MotorControl:MCA|CurrentControl:CC|MotorSignal[5], MotorControl:MCA|CurrentControl:CC|MotorSignal[4], MotorControl:MCA|CurrentControl:CC|MotorSignal[3], MotorControl:MCA|CurrentControl:CC|MotorSignal[2], MotorControl:MCA|CurrentControl:CC|MotorSignal[1], MotorControl:MCA|CurrentControl:CC|MotorSignal[0], MotorControl:MCA|CurrentControl:CC|PhaseWireVoltage, MotorControl:MCA|CurrentControl:CC|PhaseWireVoltage[11], MotorControl:MCA|CurrentControl:CC|PhaseWireVoltage[10], MotorControl:MCA|CurrentControl:CC|PhaseWireVoltage[9], MotorControl:MCA|CurrentControl:CC|PhaseWireVoltage[8], MotorControl:MCA|CurrentControl:CC|PhaseWireVoltage[7], MotorControl:MCA|CurrentControl:CC|PhaseWireVoltage[6], MotorControl:MCA|CurrentControl:CC|PhaseWireVoltage[5], MotorControl:MCA|CurrentControl:CC|PhaseWireVoltage[4], MotorControl:MCA|CurrentControl:CC|PhaseWireVoltage[3], MotorControl:MCA|CurrentControl:CC|PhaseWireVoltage[2], MotorControl:MCA|CurrentControl:CC|PhaseWireVoltage[1], MotorControl:MCA|CurrentControl:CC|PhaseWireVoltage[0], 
0, XX, X, X, X, X, X, X, X, X, XXXXXXXX, X, X, X, X, X, X, X, X, XXXXXXXXXXXX, X, X, X, X, X, X, X, X, X, X, X, X, XXXXXXXXXXXX, X, X, X, X, X, X, X, X, X, X, X, X, XXXXXXXXXXXX, X, X, X, X, X, X, X, X, X, X, X, X, 
3043, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011101, 0, 1, 0, 1, 1, 1, 0, 1, 001000001101, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000001111000, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 
3044, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011101, 0, 1, 0, 1, 1, 1, 0, 1, 001000001101, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000001111000, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 
3045, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011101, 0, 1, 0, 1, 1, 1, 0, 1, 001000001101, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000001011011, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 1, 
3046, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011101, 0, 1, 0, 1, 1, 1, 0, 1, 001000001110, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000001011011, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 1, 
3047, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011101, 0, 1, 0, 1, 1, 1, 0, 1, 001000001110, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000001000110, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 
3048, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011101, 0, 1, 0, 1, 1, 1, 0, 1, 001000001110, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000000101101, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 
3049, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011101, 0, 1, 0, 1, 1, 1, 0, 1, 001000001110, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000000101101, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 
3050, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011101, 0, 1, 0, 1, 1, 1, 0, 1, 001000001110, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000000100100, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 
3051, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011101, 0, 1, 0, 1, 1, 1, 0, 1, 001000001110, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000000010011, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 
3052, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011101, 0, 1, 0, 1, 1, 1, 0, 1, 001000001110, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000000010011, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 
3053, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011101, 0, 1, 0, 1, 1, 1, 0, 1, 001000001110, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000000001100, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 
3054, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011101, 0, 1, 0, 1, 1, 1, 0, 1, 001000001111, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000000001100, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 
3055, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011101, 0, 1, 0, 1, 1, 1, 0, 1, 001000001111, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
3056, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011101, 0, 1, 0, 1, 1, 1, 0, 1, 001000001111, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
3057, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011101, 0, 1, 0, 1, 1, 1, 0, 1, 001000001111, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
3058, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011101, 0, 1, 0, 1, 1, 1, 0, 1, 001000001111, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
3059, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011101, 0, 1, 0, 1, 1, 1, 0, 1, 001000001111, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
3060, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011101, 0, 1, 0, 1, 1, 1, 0, 1, 001000001111, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
3061, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011101, 0, 1, 0, 1, 1, 1, 0, 1, 001000001111, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
3062, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011101, 0, 1, 0, 1, 1, 1, 0, 1, 001000001111, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
3063, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011101, 0, 1, 0, 1, 1, 1, 0, 1, 001000001111, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
3064, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011101, 0, 1, 0, 1, 1, 1, 0, 1, 001000001111, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
3065, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011101, 0, 1, 0, 1, 1, 1, 0, 1, 001000010000, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
3066, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011101, 0, 1, 0, 1, 1, 1, 0, 1, 001000010000, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
3067, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011101, 0, 1, 0, 1, 1, 1, 0, 1, 001000010000, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
3068, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011101, 0, 1, 0, 1, 1, 1, 0, 1, 001000010000, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
3069, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011101, 0, 1, 0, 1, 1, 1, 0, 1, 001000010000, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
3070, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011101, 0, 1, 0, 1, 1, 1, 0, 1, 001000010000, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
3071, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011101, 0, 1, 0, 1, 1, 1, 0, 1, 001000010000, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
3072, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011101, 0, 1, 0, 1, 1, 1, 0, 1, 001000010000, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
3073, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011101, 0, 1, 0, 1, 1, 1, 0, 1, 001000001111, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
3074, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011101, 0, 1, 0, 1, 1, 1, 0, 1, 001000001111, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
3075, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011101, 0, 1, 0, 1, 1, 1, 0, 1, 001000001111, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
3076, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011101, 0, 1, 0, 1, 1, 1, 0, 1, 001000001111, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
3077, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011101, 0, 1, 0, 1, 1, 1, 0, 1, 001000001111, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
3078, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011101, 0, 1, 0, 1, 1, 1, 0, 1, 001000001110, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
3079, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011101, 0, 1, 0, 1, 1, 1, 0, 1, 001000001111, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
3080, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011101, 0, 1, 0, 1, 1, 1, 0, 1, 001000001111, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
3081, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011101, 0, 1, 0, 1, 1, 1, 0, 1, 001000001111, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
3082, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011101, 0, 1, 0, 1, 1, 1, 0, 1, 001000001111, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
3083, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011101, 0, 1, 0, 1, 1, 1, 0, 1, 001000001111, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
3084, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011101, 0, 1, 0, 1, 1, 1, 0, 1, 001000001111, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
3085, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011101, 0, 1, 0, 1, 1, 1, 0, 1, 001000001111, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
3086, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011101, 0, 1, 0, 1, 1, 1, 0, 1, 001000001111, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
3087, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011101, 0, 1, 0, 1, 1, 1, 0, 1, 001000001111, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
3088, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011101, 0, 1, 0, 1, 1, 1, 0, 1, 001000001111, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
3089, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011101, 0, 1, 0, 1, 1, 1, 0, 1, 001000001110, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
3090, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011101, 0, 1, 0, 1, 1, 1, 0, 1, 001000001111, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
3091, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011101, 0, 1, 0, 1, 1, 1, 0, 1, 001000001111, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
3092, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011101, 0, 1, 0, 1, 1, 1, 0, 1, 001000001111, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
3093, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011101, 0, 1, 0, 1, 1, 1, 0, 1, 001000001111, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
3094, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011101, 0, 1, 0, 1, 1, 1, 0, 1, 001000001111, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
3095, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011101, 0, 1, 0, 1, 1, 1, 0, 1, 001000010000, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
3096, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011101, 0, 1, 0, 1, 1, 1, 0, 1, 001000010000, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
3097, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011101, 0, 1, 0, 1, 1, 1, 0, 1, 001000010001, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
3098, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011101, 0, 1, 0, 1, 1, 1, 0, 1, 001000010001, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
3099, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011101, 0, 1, 0, 1, 1, 1, 0, 1, 001000010001, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
3100, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011101, 0, 1, 0, 1, 1, 1, 0, 1, 001000010001, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
3101, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011101, 0, 1, 0, 1, 1, 1, 0, 1, 001000010001, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
3102, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011101, 0, 1, 0, 1, 1, 1, 0, 1, 001000010001, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
3103, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011101, 0, 1, 0, 1, 1, 1, 0, 1, 001000010001, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
3104, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011101, 0, 1, 0, 1, 1, 1, 0, 1, 001000010001, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
3105, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011101, 0, 1, 0, 1, 1, 1, 0, 1, 001000010001, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
3106, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011101, 0, 1, 0, 1, 1, 1, 0, 1, 001000010001, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
3107, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011101, 0, 1, 0, 1, 1, 1, 0, 1, 001000010001, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
